"muniYear","IM"
"08036_2015",-1.37
"08029_1995",1.206
"08031_1990",-0.766
"08045_2005",-1.559
"08036_2010",-1.302
"08027_2000",1.607
"08036_2005",-1.461
"08031_1995",-0.664
"08045_2000",-1.527
"08036_1995",-1.257
"08031_2010",-0.772
"08031_2000",-0.826
"08031_2015",-0.513
"08027_1995",1.514
"08036_2000",-1.419
"08045_1995",-1.436
"08031_2005",-0.828
"08036_1990",-1.373
"08040_1990",-1.154
"08045_1990",-1.478
"08029_1990",1.03
"08040_1995",-0.934
"08027_1990",1.003
"08040_2000",-1.011
"08062_1990",-1.358
"08062_2010",-1.306
"08040_2005",-1.045
"08062_2015",-1.227
"08062_1995",-1.439
"08062_2000",-1.478
"08048_1990",-1.084
"08009_2005",0.316
"08040_2010",-0.865
"08040_2015",-0.833
"08009_2010",0.363
"08062_2005",-1.434
"08052_2015",-1.513
"08009_2015",0.838
"08009_2000",0.234
"08052_2010",-1.531
"08009_1995",0.446
"08005_2015",-0.957
"08002_2015",-1.495
"08048_1995",-1.288
"08052_2000",-1.603
"08005_2010",-0.925
"08052_1990",-1.503
"08048_2000",-1.174
"08052_1995",-1.499
"08010_2015",-0.717
"08048_2015",-0.938
"08048_2010",-1.053
"08009_1990",-0.046
"08005_2005",-1.271
"08010_2010",-1.049
"08002_2010",-1.574
"08005_2000",-1.4
"08052_2005",-1.597
"08065_2015",3.264
"08010_2005",-1.3
"08065_2010",1.875
"08048_2005",-1.159
"08010_2000",-1.373
"08002_1995",-1.308
"08002_2005",-1.607
"08005_1995",-1.378
"08065_2005",1.934
"08002_2000",-1.639
"08065_1995",1.4
"08010_1995",-1.298
"08010_1990",-1.137
"08007_2010",1.997
"08065_2000",1.623
"08002_1990",-1.298
"08055_2015",-0.962
"08007_1995",1.159
"08007_2015",2.369
"08055_2010",-1.106
"08007_2000",1.481
"08005_1990",-1.368
"08007_2005",1.635
"08055_2005",-1.195
"08065_1990",1.092
"08004_2015",-1.467
"08060_1990",-1.599
"08055_2000",-1.023
"08055_1995",-1.106
"08007_1990",0.774
"08008_2010",3.947
"08055_1990",-0.909
"08008_2005",3.029
"08060_1995",-1.524
"08001_1995",-1.277
"08001_2015",-1.164
"08008_2000",2.491
"08001_2000",-1.508
"08001_1990",-1.311
"08001_2005",-1.426
"08060_2000",-1.683
"08001_2010",-1.224
"08013_2015",-0.969
"08008_2015",5.027
"08008_1995",1.983
"08035_2015",-0.89
"08035_2010",-0.744
"08035_1990",-0.683
"08035_1995",-0.721
"08060_2015",-1.529
"08004_2010",-1.632
"08013_2010",-0.993
"08060_2010",-1.539
"08013_1995",-0.776
"08035_2000",-1.046
"08060_2005",-1.741
"08030_1990",1.062
"08054_1990",-1.099
"08025_1990",-1.199
"08013_1990",-0.823
"08028_2000",-1.164
"08054_2000",-1.193
"08013_2000",-0.857
"08008_1990",1.733
"08028_1995",-1.265
"08012_1990",0.841
"08025_1995",-1.231
"08059_1990",-1.766
"08046_2000",2.094
"08003_1995",-1.313
"08003_1990",-1.044
"08054_1995",-1.121
"08012_2015",3.957
"08028_2005",-0.977
"08030_1995",1.45
"08034_1990",-0.94
"08028_1990",-1.098
"08063_1990",-0.189
"08030_2010",1.711
"08053_1995",-1.14
"08053_2000",-0.9
"08025_2015",-1.127
"08025_2000",-1.216
"08012_2010",2.44
"08003_2015",-0.954
"08025_2010",-1.241
"08066_1995",1.62
"08003_2000",-1.172
"08053_2005",-0.937
"08053_1990",-1.095
"08020_2010",1.903
"08013_2005",-0.883
"08003_2010",-0.969
"08012_2005",1.954
"08046_2010",2.504
"08066_2000",1.707
"08003_2005",-1.191
"08035_2005",-1.003
"08066_2010",1.887
"08012_1995",1.136
"08046_1995",1.517
"08006_1990",-0.986
"08030_2000",1.479
"08054_2010",-1.281
"08030_2005",1.436
"08054_2015",-0.918
"08066_2005",1.663
"08034_1995",-0.934
"08034_2000",-1.072
"08054_2005",-1.146
"08046_2015",2.053
"08012_2000",1.557
"08025_2005",-1.156
"08051_2015",-0.205
"08051_2010",0.435
"08020_2015",0.686
"08051_1995",0.804
"08020_2005",0.998
"08030_2015",0.924
"08063_1995",-0.057
"08066_1990",1.312
"08051_2000",0.612
"08006_1995",-1.164
"08020_1995",1.051
"08051_1990",0.679
"08046_2005",2.014
"08020_1990",0.99
"08063_2000",0.039
"08034_2010",-0.758
"08059_1995",-1.635
"08034_2015",-0.834
"08020_2000",1.045
"08067_1990",-0.328
"08034_2005",-1.075
"08046_1990",1.341
"08018_1990",-0.571
"08028_2010",-0.679
"08063_2015",0.625
"08006_2000",-1.08
"08063_2005",0.006
"08061_1990",-0.006
"08051_2005",0.241
"08004_2005",-1.119
"08063_2010",-0.005
"08018_1995",-0.695
"08006_2015",-0.8
"08067_1995",-0.729
"08066_2015",1.521
"08059_2000",-1.679
"08023_2015",-0.63
"08006_2010",-0.905
"08061_1995",-0.649
"08023_2010",-0.961
"08006_2005",-1.026
"08018_2000",-0.85
"08038_1990",-0.989
"08053_2015",-0.637
"08018_2010",-0.824
"08022_1990",-1.024
"08038_1995",-1.27
"08026_1990",-0.709
"08004_2000",-1.075
"08047_2010",0.634
"08067_2000",-0.678
"08044_1990",-0.653
"08024_1995",-1.27
"08028_2015",-0.857
"08024_1990",-0.806
"08047_2000",0.792
"08067_2015",-0.75
"08038_2000",-1.052
"08047_2005",0.267
"08047_2015",0.191
"08047_1995",0.965
"08067_2010",-0.668
"08059_2015",-1.088
"08061_2000",-0.594
"08038_2010",-0.923
"08047_1990",0.754
"08059_2005",-1.271
"08018_2005",-0.928
"08053_2010",-0.704
"08024_2000",-1.141
"08059_2010",-1.168
"08026_1995",-1.144
"08039_1990",-1.003
"08022_1995",-1.55
"08039_1995",-1.257
"08018_2015",-0.706
"08038_2005",-1.055
"08044_2010",-0.936
"08044_1995",-0.867
"08038_2015",-0.785
"08044_2000",-0.854
"08044_2015",-0.759
"08067_2005",-0.826
"08044_2005",-0.984
"08043_1990",-0.879
"08024_2015",-0.822
"08039_2000",-0.957
"08039_2010",-0.916
"08016_1990",-1.02
"08039_2015",-0.782
"08016_2010",-1.065
"08024_2010",-1.086
"08004_1990",-0.965
"08039_2005",-1.063
"08023_2000",-1.216
"08026_2000",-0.871
"08016_2015",-1.007
"08061_2005",-0.631
"08022_2000",-0.894
"08016_1995",-1.319
"08024_2005",-1.243
"08016_2000",-1.136
"08023_2005",-1.153
"08004_1995",-1.208
"08061_2010",-0.705
"08023_1995",-1.329
"08043_1995",-0.935
"08049_1990",1.076
"08016_2005",-1.201
"08049_1995",0.631
"08058_1990",-1.037
"08043_2000",-0.939
"08057_1990",-0.362
"08056_1990",0.001
"08026_2010",-0.665
"08043_2005",-0.958
"08061_2015",-0.737
"08023_1990",-1.234
"08056_1995",-0.246
"08043_2010",-0.8
"08026_2005",-0.9
"08058_1995",-1.156
"08058_2010",-1.113
"08043_2015",-0.649
"08049_2000",0.684
"08014_1990",-0.475
"08022_2010",-0.602
"08049_2010",0.662
"08058_2000",-1.097
"08049_2005",0.643
"08042_1990",-0.585
"08058_2005",-1.12
"08064_1990",-0.428
"08057_1995",-0.815
"08022_2005",-0.932
"08056_2000",-0.403
"08049_2015",0.096
"08064_1995",-0.786
"08014_1995",-0.94
"08022_2015",-0.492
"08058_2015",-1.157
"08026_2015",-0.616
"08042_1995",-0.874
"08057_2000",-0.624
"08057_2010",-0.424
"08014_2010",-0.71
"08015_1990",-0.779
"08057_2005",-0.587
"08056_2010",-0.159
"08014_2000",-0.73
"08064_2000",-0.279
"08057_2015",-0.378
"08041_2005",1.501
"08015_1995",-1.047
"08014_2015",-0.821
"08041_1995",1.517
"08056_2005",-0.418
"08014_2005",-0.917
"08056_2015",-0.236
"08041_2010",1.134
"08064_2010",-0.132
"08064_2005",-0.284
"08041_2000",1.459
"08042_2000",-0.659
"08033_1990",0.253
"08015_2000",-0.774
"08064_2015",-0.132
"08041_1990",1.32
"08015_2015",-0.603
"08015_2010",-0.6
"08042_2010",0.174
"08042_2005",-0.709
"08041_2015",1.639
"08015_2005",-0.921
"08033_1995",-0.094
"08042_2015",-0.637
"08033_2000",-0.128
"08033_2010",-0.037
"08033_2005",-0.287
"08033_2015",-0.307
"09007_2015",-1.627
"09007_2005",-1.73
"09007_2010",-1.662
"09007_2000",-1.726
"09007_1995",-1.448
"09007_1990",-1.771
"09005_1990",-2.01
"09005_1995",-1.701
"09005_2000",-1.874
"09005_2005",-1.859
"09005_2010",-1.816
"09005_2015",-1.728
"09010_2015",-1.779
"09010_2010",-1.895
"09010_2005",-1.87
"09010_2000",-1.874
"09012_2015",-1.738
"09010_1995",-1.656
"09003_1995",-2.103
"09012_2010",-1.794
"09010_1990",-1.941
"09003_2000",-2.19
"09003_1990",-2.354
"09003_2005",-2.125
"09003_2010",-2.107
"09003_2015",-1.994
"09012_2005",-1.848
"09015_1990",-2.297
"09012_2000",-1.884
"09012_1995",-1.672
"09015_1995",-2.006
"09015_2015",-1.951
"09015_2010",-2.042
"09015_2005",-2.054
"09017_1990",-2.078
"09015_2000",-2.09
"09017_1995",-1.751
"09012_1990",-1.984
"09002_1990",-2.084
"09017_2000",-1.938
"09002_1995",-1.785
"09006_1990",-2.02
"09017_2005",-1.914
"09002_2000",-2.006
"09017_2010",-1.908
"09017_2015",-1.811
"09002_2005",-1.989
"09006_1995",-1.709
"09014_2015",-2.228
"09013_2015",-1.527
"09013_2010",-1.643
"09002_2010",-1.99
"09006_2000",-1.931
"09014_1990",-2.678
"09016_1990",-2.287
"09013_2005",-1.67
"09002_2015",-1.871
"09006_2005",-1.916
"09006_2015",-1.885
"09014_2010",-2.342
"09006_2010",-1.93
"09016_2010",-2.134
"09014_1995",-2.448
"09013_2000",-1.705
"09016_2015",-2.131
"09016_1995",-2.004
"09011_2015",-1.537
"09014_2000",-2.449
"09011_2010",-1.644
"09014_2005",-2.366
"09016_2005",-2.11
"09016_2000",-2.137
"09011_2005",-1.72
"09013_1995",-1.306
"09011_2000",-1.729
"09013_1990",-1.726
"09011_1995",-1.214
"09008_2015",-1.657
"09008_2010",-1.754
"09008_2005",-1.751
"09008_2000",-1.756
"09008_1995",-1.54
"09011_1990",-1.549
"09004_2015",-1.822
"09008_1990",-1.852
"09004_2010",-1.831
"09004_2005",-1.796
"09004_2000",-1.798
"09009_2015",-1.029
"09004_1995",-1.41
"09009_2010",-1.115
"09004_1990",-1.641
"09009_2005",-1.305
"09009_2000",-1.305
"09009_1995",-0.914
"09009_1990",-1.227
"010005_2015",-1.585
"010005_2010",-1.636
"010005_2005",-1.591
"010005_2000",-1.673
"010005_1995",-1.511
"010005_1990",-1.683
"010007_2015",-1.488
"010007_2010",-1.551
"010007_2005",-1.557
"010007_2000",-1.638
"010007_1995",-1.385
"010007_1990",-1.529
"010012_2015",-1.215
"010012_2010",-1.369
"010012_2005",-1.279
"010012_2000",-1.308
"010012_1995",-1.075
"010012_1990",-1.156
"010023_2015",0.106
"010023_2010",0.261
"010032_2015",-0.676
"010023_2005",-0.018
"010023_2000",-0.234
"010032_2010",-0.627
"010023_1995",-0.111
"010032_2000",-0.855
"010032_1995",-0.904
"010032_1990",-0.687
"010032_2005",-0.816
"010014_2015",4.845
"010023_1990",-0.358
"010004_2015",-0.728
"010008_2015",-1.018
"010001_1995",-0.691
"010001_1990",-0.703
"010004_1990",-0.558
"010004_1995",-0.737
"010008_2010",-1.087
"010004_2010",-0.723
"010014_2010",3.397
"010001_2015",-0.822
"010004_2000",-0.737
"010008_1995",-1.028
"010008_1990",-0.973
"010008_2005",-1.028
"010008_2000",-1.036
"010004_2005",-0.648
"010001_2010",-0.804
"010001_2000",-0.826
"010014_2005",2.483
"010039_1990",-0.749
"010001_2005",-0.821
"010039_1995",-0.606
"010014_2000",2.049
"010034_1995",1.517
"010039_2015",-1.001
"010036_1990",-0.846
"010034_2000",1.575
"010014_1995",1.764
"010034_2015",1.624
"010013_2015",-0.746
"010022_1990",-0.819
"010022_1995",-0.886
"010034_2010",1.63
"010039_2010",-0.76
"010039_2000",-0.771
"010034_2005",1.469
"010022_2015",-0.846
"010013_2010",-0.667
"010013_1990",-0.611
"010022_2010",-0.801
"010022_2000",-0.9
"010039_2005",-0.717
"010013_1995",-0.577
"010014_1990",1.397
"010022_2005",-0.767
"010026_1990",-0.011
"010026_1995",0.178
"010013_2005",-0.638
"010036_1995",-0.651
"010036_2015",-0.791
"010013_2000",-0.694
"010036_2010",-0.82
"010026_2000",0.145
"010038_2015",-1.117
"010034_1990",1.443
"010038_2010",-1.075
"010038_2005",-1.112
"010038_1995",-1.129
"010036_2000",-0.979
"010036_2005",-0.889
"010038_2000",-1.235
"010016_1990",-0.405
"010016_2015",-0.731
"010026_2010",0.277
"010026_2015",-0.26
"010016_1995",-0.545
"010026_2005",0.255
"010038_1990",-1.146
"010016_2010",-0.673
"010016_2000",-0.566
"010016_2005",-0.449
"010035_1990",-0.288
"010018_1990",-0.837
"010020_1990",-0.58
"010020_1995",-0.845
"010028_1990",-0.186
"010015_1990",-0.48
"010028_1995",-0.42
"010024_1990",-0.474
"010035_1995",-0.437
"010024_2015",-0.521
"010024_1995",-0.668
"010018_1995",-1.021
"010017_1990",-0.652
"010015_2015",-0.404
"010035_2000",-0.049
"010015_1995",-0.822
"010020_2000",-0.694
"010024_2010",-0.539
"010028_2015",-0.564
"010006_1990",0.057
"010024_2000",-0.7
"010015_2000",-0.601
"010006_1995",-0.141
"010015_2010",-0.484
"010028_2000",-0.348
"010020_2015",-0.761
"010018_2000",-0.99
"010015_2005",-0.445
"010020_2010",-0.652
"010009_1990",0.281
"010020_2005",-0.641
"010028_2010",-0.44
"010035_2005",0.095
"010017_1995",-0.833
"010018_2015",-1.093
"010009_1995",0.075
"010018_2010",-0.939
"010021_1995",-0.635
"010024_2005",-0.659
"010035_2015",0.144
"010021_1990",-0.442
"010021_2015",-0.703
"010009_2000",0.415
"010035_2010",0.183
"010006_2000",-0.257
"010028_2005",-0.422
"010006_2010",-0.107
"010037_1990",0.958
"010018_2005",-0.961
"010021_2000",-0.469
"010021_2010",-0.568
"010009_2005",0.501
"010017_2000",-0.772
"010009_2010",0.304
"010006_2015",-0.113
"010021_2005",-0.233
"010009_2015",0.233
"010017_2010",-0.424
"010006_2005",-0.101
"010017_2015",-0.561
"010037_2015",0.321
"010017_2005",-0.689
"010037_1995",0.365
"010037_2000",0.518
"010037_2010",0.946
"010011_1990",-0.574
"010031_1995",-0.484
"010037_2005",1.404
"010031_1990",-0.2
"010027_1990",0.365
"010033_1990",-0.136
"010033_1995",-0.337
"010033_2000",-0.204
"010027_1995",0.106
"010031_2015",-0.43
"010031_2010",-0.202
"010031_2000",-0.335
"010033_2005",-0.079
"010033_2010",0.018
"010011_1995",-0.956
"010027_2000",0.071
"010031_2005",-0.35
"010033_2015",-0.218
"010011_2000",-0.639
"010027_2010",0.044
"010027_2005",0.309
"010025_1990",0.115
"010010_1990",-0.577
"010027_2015",0.126
"010003_1990",0.211
"010019_1995",1.021
"010003_1995",-0.033
"010019_2015",0.956
"010011_2010",-0.492
"010019_2010",1.59
"010010_1995",-0.695
"010019_2000",1.081
"010011_2015",-0.444
"010025_1995",-0.236
"010011_2005",-0.473
"010002_2015",0.45
"010010_2000",-0.593
"010002_1990",0.581
"010002_1995",0.377
"010003_2000",-0.158
"010019_2005",0.901
"010003_2010",-0.066
"010003_2015",-0.419
"010003_2005",-0.112
"010002_2000",0.891
"010019_1990",1.31
"010010_2010",-0.546
"010010_2005",-0.514
"010025_2000",-0.16
"010002_2010",1.612
"010002_2005",1.23
"010010_2015",-0.689
"010025_2005",-0.024
"010025_2010",0.139
"010025_2015",-0.103
"010030_1990",-0.004
"010029_1990",-0.567
"010029_1995",-0.853
"010029_2010",-0.436
"010030_1995",-0.458
"010029_2015",-0.482
"010029_2000",-0.653
"010029_2005",-0.448
"010030_2000",-0.523
"010030_2010",-0.432
"010030_2005",-0.441
"010030_2015",-0.503
"011020_2015",-1.494
"011020_2010",-1.501
"011020_2005",-1.502
"011020_2000",-1.582
"011020_1995",-1.604
"011020_1990",-1.686
"011017_2015",-1.276
"011017_2010",-1.287
"011007_2015",-1.386
"011007_2010",-1.408
"011017_2005",-1.252
"011017_2000",-1.239
"011007_2005",-1.461
"011017_1995",-1.142
"011007_2000",-1.516
"011017_1990",-1.25
"011007_1995",-1.41
"011007_1990",-1.481
"011027_2015",-1.296
"011027_2010",-1.269
"011027_2005",-1.214
"011027_2000",-1.223
"011027_1995",-1.203
"011027_1990",-1.24
"011037_2015",-0.785
"011015_2015",-1.272
"011037_2010",-0.661
"011003_2015",-0.611
"011015_2010",-1.273
"011003_2010",-0.389
"011015_2005",-1.272
"011014_2015",-0.268
"011023_2015",-0.304
"011023_2010",-0.323
"011014_2010",-0.144
"011037_2005",-0.665
"011023_2000",-0.276
"011042_2015",-0.55
"011015_2000",-1.317
"011023_1995",-0.361
"011042_2010",-0.555
"011003_2005",-0.404
"011023_2005",-0.325
"011023_1990",-0.328
"011003_2000",-0.428
"011014_2005",-0.221
"011037_2000",-0.716
"011042_1990",-0.499
"011037_1995",-0.722
"011042_1995",-0.524
"011042_2000",-0.575
"011014_2000",-0.219
"011015_1995",-1.136
"011042_2005",-0.575
"011033_2015",-0.246
"011031_2015",-1.064
"011015_1990",-1.169
"011014_1995",-0.096
"011003_1995",-0.313
"011033_2010",-0.206
"011037_1990",-0.583
"011031_2010",-1.059
"011030_2015",-0.044
"011002_1995",-0.948
"011002_1990",-0.924
"011002_2015",-0.861
"011002_2000",-0.886
"011003_1990",-0.22
"011002_2010",-0.793
"011030_2010",0.124
"011014_1990",-0.018
"011031_2005",-1.085
"011002_2005",-0.835
"011033_2005",-0.155
"011028_2015",-0.639
"011031_2000",-1.116
"011028_1995",-0.79
"011028_1990",-0.728
"011031_1995",-1.134
"011028_2010",-0.605
"011033_2000",-0.13
"011011_2015",-0.967
"011030_2005",0.203
"011030_2000",0.233
"011030_1995",0.121
"011028_2000",-0.807
"011005_2015",-0.803
"011028_2005",-0.734
"011001_2015",-0.265
"011033_1995",0.008
"011011_2010",-0.999
"011030_1990",0.24
"011005_2010",-0.628
"011001_2010",-0.182
"011031_1990",-1.004
"011011_2005",-0.942
"011035_2015",-0.431
"011009_2015",-0.2
"011011_2000",-0.981
"011011_1995",-0.821
"011025_2015",-1.004
"011035_2010",-0.315
"011001_2000",-0.213
"011032_2015",-0.914
"011033_1990",0.07
"011009_2010",-0.18
"011046_1990",-0.33
"011001_2005",-0.267
"011046_1995",-0.383
"011001_1995",-0.334
"011011_1990",-0.807
"011005_2005",-0.568
"011046_2000",-0.395
"011032_2010",-0.69
"011001_1990",-0.185
"011046_2010",-0.424
"011035_2005",-0.332
"011009_2005",-0.13
"011046_2015",-0.419
"011025_2010",-0.997
"011005_2000",-0.592
"011004_2015",-0.643
"011009_2000",-0.235
"011035_2000",-0.365
"011004_2010",-0.476
"011046_2005",-0.444
"011005_1995",-0.54
"011041_2015",-1.005
"011009_1995",-0.248
"011035_1995",-0.372
"011005_1990",-0.454
"011026_2015",-0.449
"011041_2010",-1.146
"011032_2005",-0.58
"011044_2015",-1.02
"011004_2005",-0.447
"011004_2000",-0.51
"011026_2010",-0.281
"011009_1990",-0.214
"011035_1990",-0.286
"011025_2005",-0.897
"011044_2010",-0.96
"011019_2000",0.415
"011032_2000",-0.474
"011004_1995",-0.518
"011041_2005",-1.176
"011019_1995",0.271
"011041_2000",-1.197
"011019_1990",0.441
"011026_2000",-0.2
"011026_1995",-0.336
"011019_2010",0.371
"011032_1995",-0.428
"011026_2005",-0.246
"011021_2015",-1.197
"011044_2005",-0.936
"011041_1995",-1.186
"011021_2010",-1.329
"011019_2015",-0.017
"011004_1990",-0.309
"011021_1990",-1.509
"011021_1995",-1.468
"011021_2000",-1.418
"011021_2005",-1.386
"011041_1990",-1.16
"011019_2005",0.254
"011044_2000",-0.935
"011025_2000",-1.005
"011026_1990",-0.178
"011032_1990",-0.096
"011044_1995",-0.646
"011029_2015",0.27
"011008_2015",-0.425
"011044_1990",-0.672
"011039_1990",-0.275
"011018_2015",-0.795
"011008_2000",-0.272
"011008_1995",-0.329
"011008_1990",-0.065
"011039_2000",-0.388
"011039_1995",-0.425
"011008_2010",-0.2
"011029_2010",0.307
"011018_2010",-0.822
"011039_2010",-0.413
"011025_1995",-1.177
"011029_2005",0.324
"011008_2005",-0.285
"011039_2015",-0.447
"011029_2000",0.312
"011039_2005",-0.39
"011029_1995",0.088
"011018_2000",-0.844
"011018_2005",-0.807
"011029_1990",0.419
"011018_1995",-0.628
"011025_1990",-0.772
"011018_1990",-0.606
"011012_2015",-0.483
"011012_2010",-0.475
"011012_2000",-0.516
"011012_1995",-0.557
"011013_2015",-0.286
"011012_2005",-0.295
"011022_2015",-0.174
"011013_2010",0.001
"011012_1990",-0.454
"011022_2010",0.053
"011016_2015",-0.527
"011013_2005",0.178
"011022_2000",0.085
"011022_2005",0.008
"011043_2015",0.059
"011016_2010",-0.423
"011022_1995",0.089
"011013_2000",0.296
"011043_2010",0.258
"011022_1990",0.196
"011016_2000",-0.387
"011016_1995",-0.589
"011043_2005",0.586
"011040_2015",0.413
"011013_1995",0.052
"011016_2005",-0.363
"011016_1990",-0.356
"011043_1990",0.797
"011040_2010",0.678
"011043_2000",0.637
"011043_1995",0.764
"011013_1990",0.527
"011040_2005",0.712
"011040_2000",0.736
"011040_1995",0.712
"011040_1990",0.984
"011038_1990",-0.702
"011038_2015",-0.574
"011010_2015",-0.415
"011038_1995",-0.827
"011024_2015",-0.411
"011010_2010",-0.201
"011038_2010",-0.573
"011045_2015",0.677
"011045_1990",1.686
"011038_2000",-0.735
"011045_2010",1.04
"011045_2000",1.167
"011045_1995",1.752
"011024_2010",-0.295
"011010_2005",-0.113
"011024_1990",-0.394
"011045_2005",0.987
"011024_1995",-0.628
"011024_2000",-0.364
"011010_2000",-0.02
"011038_2005",-0.671
"011024_2005",-0.329
"011036_1990",-0.229
"011010_1995",-0.238
"011010_1990",0.218
"011036_1995",-0.474
"011036_2000",-0.455
"011036_2015",-0.388
"011036_2010",-0.289
"011036_2005",-0.391
"011006_2010",0.886
"011006_1995",1.142
"011034_2015",0.147
"011006_1990",1.4
"011006_2000",0.978
"011006_2015",0.627
"011034_2010",0.256
"011006_2005",0.92
"011034_2005",0.784
"011034_2000",0.283
"011034_1995",0.414
"011034_1990",0.78
"012001_2015",-0.768
"012001_2010",-0.872
"012001_2000",-0.938
"012001_2005",-0.864
"012001_1995",-0.792
"012001_1990",-1.096
"012029_2015",-0.733
"012029_2010",-0.849
"012029_2005",-0.914
"012029_2000",-1.051
"012029_1995",-0.836
"012035_2015",-0.58
"012035_2010",-0.841
"012029_1990",-1.102
"012028_2015",1.791
"012035_2005",-0.985
"012038_2015",-0.637
"012035_2000",-1.047
"012028_2010",1.54
"012038_2010",-0.896
"012035_1995",-0.965
"012055_2015",-0.285
"012028_2005",1.532
"012038_2005",-0.962
"012055_2010",-0.296
"012028_2000",1.42
"012035_1990",-1.143
"012055_2000",-0.458
"012028_1995",1.26
"012055_2005",-0.46
"012038_2000",-1.029
"012055_1995",-0.555
"012066_2015",0.619
"012038_1995",-0.963
"012055_1990",-0.575
"012028_1990",1.208
"012066_2010",0.528
"012021_2015",0.56
"012021_2010",0.636
"012012_2015",2.075
"012021_2005",0.445
"012021_2000",0.398
"012046_2015",0.769
"012021_1995",0.066
"012066_2005",0.514
"012057_2015",0.102
"012038_1990",-0.936
"012012_2010",1.5
"012057_2010",0.215
"012011_1995",0.001
"012057_1995",-0.333
"012011_2000",0.108
"012011_2010",0.388
"012046_2010",0.995
"012021_1990",0.045
"012011_2015",0.207
"012057_2000",0.025
"012057_1990",-0.453
"012011_1990",-0.181
"012011_2005",0.278
"012057_2005",0.058
"012058_2015",0.604
"012066_2000",0.321
"012012_2005",1.539
"012058_1990",0.13
"012012_2000",1.499
"012046_2005",0.955
"012058_2000",0.325
"012058_2010",0.625
"012058_1995",0.267
"012058_2005",0.415
"012075_2015",0.21
"012012_1995",1.405
"012046_2000",0.839
"012066_1995",0.642
"012053_2015",0.915
"012053_2000",0.933
"012053_2010",0.981
"012048_1995",-0.329
"012056_2015",0.957
"012053_1995",0.718
"012048_2000",-0.061
"012022_2000",0.855
"012075_2010",0.117
"012053_1990",0.495
"012048_2010",-0.083
"012053_2005",1.066
"012022_1995",0.795
"012048_2005",-0.009
"012046_1995",0.976
"012048_2015",-0.135
"012066_1990",0.549
"012056_2010",1.014
"012052_2015",2.066
"012022_1990",0.476
"012048_1990",-0.407
"012056_2000",0.945
"012061_2015",0.162
"012056_2005",1.013
"012052_2010",2.064
"012022_2010",1.42
"012022_2005",1.035
"012052_2005",1.972
"012003_2000",1.204
"012075_2005",0.231
