"muniYear","muni","year","tomas_dom_agua","tomas_elec","sist_dren"
"14120_1994","14120",1994,158693,NA,NA
"14121_1994","14121",1994,4351,NA,NA
"14122_1994","14122",1994,NA,NA,NA
"14123_1994","14123",1994,NA,NA,NA
"14124_1994","14124",1994,6216,NA,NA
"14125_1994","14125",1994,0,0,0
"15001_1994","15001",1994,0,9524,NA
"15002_1994","15002",1994,0,8130,NA
"15003_1994","15003",1994,0,5501,NA
"15004_1994","15004",1994,0,2741,NA
"15005_1994","15005",1994,0,12872,NA
"15006_1994","15006",1994,0,1719,NA
"15007_1994","15007",1994,0,483,NA
"15008_1994","15008",1994,0,2759,NA
"15009_1994","15009",1994,0,7936,NA
"15010_1994","15010",1994,0,3752,NA
"15011_1994","15011",1994,0,3760,NA
"15012_1994","15012",1994,0,1191,NA
"15013_1994","15013",1994,68475,82452,NA
"15014_1994","15014",1994,0,14453,NA
"15015_1994","15015",1994,0,3531,NA
"15016_1994","15016",1994,0,834,NA
"15017_1994","15017",1994,0,742,NA
"15018_1994","15018",1994,0,4751,NA
"15019_1994","15019",1994,0,4921,NA
"15020_1994","15020",1994,47342,54569,NA
"15021_1994","15021",1994,0,4571,NA
"15022_1994","15022",1994,0,1394,NA
"15023_1994","15023",1994,0,NA,NA
"15024_1994","15024",1994,0,16095,NA
"15025_1994","15025",1994,57587,68897,NA
"15026_1994","15026",1994,0,3813,NA
"15027_1994","15027",1994,0,875,NA
"15028_1994","15028",1994,0,2767,NA
"15029_1994","15029",1994,8741,7367,NA
"15030_1994","15030",1994,0,2794,NA
"15031_1994","15031",1994,49626,58357,NA
"15032_1994","15032",1994,0,694,NA
"15033_1994","15033",1994,227045,242321,NA
"15034_1994","15034",1994,0,912,NA
"15035_1994","15035",1994,0,4475,NA
"15036_1994","15036",1994,0,2980,NA
"15037_1994","15037",1994,0,39455,NA
"15038_1994","15038",1994,0,NA,NA
"15039_1994","15039",1994,23398,4066,NA
"15040_1994","15040",1994,2699,6118,NA
"15041_1994","15041",1994,0,582,NA
"15042_1994","15042",1994,0,18276,NA
"15043_1994","15043",1994,0,2986,NA
"15044_1994","15044",1994,4904,992,NA
"15045_1994","15045",1994,6198,9159,NA
"15046_1994","15046",1994,0,1301,NA
"15047_1994","15047",1994,0,6918,NA
"15048_1994","15048",1994,0,9334,NA
"15049_1994","15049",1994,0,1798,NA
"15050_1994","15050",1994,0,NA,NA
"15051_1994","15051",1994,9172,7905,NA
"15052_1994","15052",1994,913,3159,NA
"15053_1994","15053",1994,0,4985,NA
"15054_1994","15054",1994,33358,39772,NA
"15055_1994","15055",1994,0,1441,NA
"15056_1994","15056",1994,0,4111,NA
"15057_1994","15057",1994,124420,187522,NA
"15058_1994","15058",1994,178000,270751,NA
"15059_1994","15059",1994,0,1113,NA
"15060_1994","15060",1994,21763,36409,NA
"15061_1994","15061",1994,0,1150,NA
"15062_1994","15062",1994,0,3017,NA
"15063_1994","15063",1994,0,3963,NA
"15064_1994","15064",1994,1827,5856,NA
"15065_1994","15065",1994,0,5152,NA
"15066_1994","15066",1994,0,460,NA
"15067_1994","15067",1994,0,5440,NA
"15068_1994","15068",1994,0,3606,NA
"15069_1994","15069",1994,0,742,NA
"15070_1994","15070",1994,19273,276,NA
"15071_1994","15071",1994,0,1955,NA
"15072_1994","15072",1994,0,1337,NA
"15073_1994","15073",1994,0,1505,NA
"15074_1994","15074",1994,0,16518,NA
"15075_1994","15075",1994,0,2821,NA
"15076_1994","15076",1994,3873,4565,NA
"15077_1994","15077",1994,0,949,NA
"15078_1994","15078",1994,0,791,NA
"15079_1994","15079",1994,0,1466,NA
"15080_1994","15080",1994,0,2569,NA
"15081_1994","15081",1994,17284,20774,NA
"15082_1994","15082",1994,0,9616,NA
"15083_1994","15083",1994,0,1184,NA
"15084_1994","15084",1994,0,1400,NA
"15085_1994","15085",1994,0,10779,NA
"15086_1994","15086",1994,0,4014,NA
"15087_1994","15087",1994,0,8770,NA
"15088_1994","15088",1994,5491,13407,NA
"15089_1994","15089",1994,0,1280,NA
"15090_1994","15090",1994,3729,10963,NA
"15091_1994","15091",1994,3114,6687,NA
"15092_1994","15092",1994,3496,6704,NA
"15093_1994","15093",1994,0,3217,NA
"15094_1994","15094",1994,0,2382,NA
"15095_1994","15095",1994,0,9949,NA
"15096_1994","15096",1994,2215,2348,NA
"15097_1994","15097",1994,0,3162,NA
"15098_1994","15098",1994,0,803,NA
"15099_1994","15099",1994,0,32294,NA
"15100_1994","15100",1994,0,1940,NA
"15101_1994","15101",1994,0,9838,NA
"15102_1994","15102",1994,0,2872,NA
"15103_1994","15103",1994,0,7048,NA
"15104_1994","15104",1994,122702,183032,NA
"15105_1994","15105",1994,0,4361,NA
"15106_1994","15106",1994,92055,105793,NA
"15107_1994","15107",1994,0,2677,NA
"15108_1994","15108",1994,0,7321,NA
"15109_1994","15109",1994,60547,58297,NA
"15110_1994","15110",1994,6350,13965,NA
"15111_1994","15111",1994,0,3343,NA
"15112_1994","15112",1994,0,4351,NA
"15113_1994","15113",1994,0,7635,NA
"15114_1994","15114",1994,0,6493,NA
"15115_1994","15115",1994,0,4222,NA
"15116_1994","15116",1994,0,390,NA
"15117_1994","15117",1994,0,2167,NA
"15118_1994","15118",1994,0,13957,NA
"15119_1994","15119",1994,0,2033,NA
"15120_1994","15120",1994,0,12462,NA
"15121_1994","15121",1994,88822,71583,NA
"15122_1994","15122",1994,0,0,NA
"15123_1994","15123",1994,0,0,NA
"15124_1994","15124",1994,0,0,NA
"15125_1994","15125",1994,0,0,NA
"16001_1994","16001",1994,0,NA,NA
"16002_1994","16002",1994,0,NA,NA
"16003_1994","16003",1994,1485,NA,NA
"16004_1994","16004",1994,0,NA,NA
"16005_1994","16005",1994,0,NA,NA
"16006_1994","16006",1994,17260,NA,NA
"16007_1994","16007",1994,0,NA,NA
"16008_1994","16008",1994,0,NA,NA
"16009_1994","16009",1994,4068,NA,NA
"16010_1994","16010",1994,1750,NA,NA
"16011_1994","16011",1994,1545,NA,NA
"16012_1994","16012",1994,1717,NA,NA
"16013_1994","16013",1994,0,NA,NA
"16014_1994","16014",1994,0,NA,NA
"16015_1994","16015",1994,2378,NA,NA
"16016_1994","16016",1994,0,NA,NA
"16017_1994","16017",1994,1225,NA,NA
"16018_1994","16018",1994,0,NA,NA
"16019_1994","16019",1994,0,NA,NA
"16020_1994","16020",1994,1807,NA,NA
"16021_1994","16021",1994,0,NA,NA
"16022_1994","16022",1994,0,NA,NA
"16023_1994","16023",1994,0,NA,NA
"16024_1994","16024",1994,0,NA,NA
"16025_1994","16025",1994,2110,NA,NA
"16026_1994","16026",1994,0,NA,NA
"16027_1994","16027",1994,0,NA,NA
"16028_1994","16028",1994,0,NA,NA
"16029_1994","16029",1994,0,NA,NA
"16030_1994","16030",1994,0,NA,NA
"16031_1994","16031",1994,0,NA,NA
"16032_1994","16032",1994,0,NA,NA
"16033_1994","16033",1994,0,NA,NA
"16034_1994","16034",1994,12701,NA,NA
"16035_1994","16035",1994,2076,NA,NA
"16036_1994","16036",1994,2446,NA,NA
"16037_1994","16037",1994,0,NA,NA
"16038_1994","16038",1994,2883,NA,NA
"16039_1994","16039",1994,0,NA,NA
"16040_1994","16040",1994,2406,NA,NA
"16041_1994","16041",1994,774,NA,NA
"16042_1994","16042",1994,0,NA,NA
"16043_1994","16043",1994,7494,NA,NA
"16044_1994","16044",1994,0,NA,NA
"16045_1994","16045",1994,7356,NA,NA
"16046_1994","16046",1994,0,NA,NA
"16047_1994","16047",1994,0,NA,NA
"16048_1994","16048",1994,0,NA,NA
"16049_1994","16049",1994,0,NA,NA
"16050_1994","16050",1994,4749,NA,NA
"16051_1994","16051",1994,0,NA,NA
"16052_1994","16052",1994,33540,NA,NA
"16053_1994","16053",1994,103732,NA,NA
"16054_1994","16054",1994,0,NA,NA
"16055_1994","16055",1994,5863,NA,NA
"16056_1994","16056",1994,0,NA,NA
"16057_1994","16057",1994,0,NA,NA
"16058_1994","16058",1994,0,NA,NA
"16059_1994","16059",1994,0,NA,NA
"16060_1994","16060",1994,0,NA,NA
"16061_1994","16061",1994,0,NA,NA
"16062_1994","16062",1994,0,NA,NA
"16063_1994","16063",1994,1773,NA,NA
"16064_1994","16064",1994,0,NA,NA
"16065_1994","16065",1994,0,NA,NA
"16066_1994","16066",1994,13608,NA,NA
"16067_1994","16067",1994,1826,NA,NA
"16068_1994","16068",1994,0,NA,NA
"16069_1994","16069",1994,18853,NA,NA
"16070_1994","16070",1994,4719,NA,NA
"16071_1994","16071",1994,6438,NA,NA
"16072_1994","16072",1994,0,NA,NA
"16073_1994","16073",1994,3265,NA,NA
"16074_1994","16074",1994,1508,NA,NA
"16075_1994","16075",1994,8664,NA,NA
"16076_1994","16076",1994,12543,NA,NA
"16077_1994","16077",1994,0,NA,NA
"16078_1994","16078",1994,2007,NA,NA
"16079_1994","16079",1994,2251,NA,NA
"16080_1994","16080",1994,0,NA,NA
"16081_1994","16081",1994,0,NA,NA
"16082_1994","16082",1994,4045,NA,NA
"16083_1994","16083",1994,870,NA,NA
"16084_1994","16084",1994,185,NA,NA
"16085_1994","16085",1994,3719,NA,NA
"16086_1994","16086",1994,0,NA,NA
"16087_1994","16087",1994,0,NA,NA
"16088_1994","16088",1994,1180,NA,NA
"16089_1994","16089",1994,3781,NA,NA
"16090_1994","16090",1994,0,NA,NA
"16091_1994","16091",1994,812,NA,NA
"16092_1994","16092",1994,0,NA,NA
"16093_1994","16093",1994,919,NA,NA
"16094_1994","16094",1994,1476,NA,NA
"16095_1994","16095",1994,0,NA,NA
"16096_1994","16096",1994,0,NA,NA
"16097_1994","16097",1994,0,NA,NA
"16098_1994","16098",1994,2072,NA,NA
"16099_1994","16099",1994,0,NA,NA
"16100_1994","16100",1994,753,NA,NA
"16101_1994","16101",1994,0,NA,NA
"16102_1994","16102",1994,41331,NA,NA
"16103_1994","16103",1994,3001,NA,NA
"16104_1994","16104",1994,969,NA,NA
"16105_1994","16105",1994,3563,NA,NA
"16106_1994","16106",1994,4253,NA,NA
"16107_1994","16107",1994,11611,NA,NA
"16108_1994","16108",1994,22042,NA,NA
"16109_1994","16109",1994,0,NA,NA
"16110_1994","16110",1994,4299,NA,NA
"16111_1994","16111",1994,614,NA,NA
"16112_1994","16112",1994,13814,NA,NA
"16113_1994","16113",1994,1660,NA,NA
"17001_1994","17001",1994,1040,3025,NA
"17002_1994","17002",1994,1560,1801,NA
"17003_1994","17003",1994,2776,5311,NA
"17004_1994","17004",1994,6094,12122,NA
"17005_1994","17005",1994,NA,1593,NA
"17006_1994","17006",1994,615,36273,NA
"17007_1994","17007",1994,62270,95227,NA
"17008_1994","17008",1994,6848,6165,NA
"17009_1994","17009",1994,NA,3072,NA
"17010_1994","17010",1994,NA,1963,NA
"17011_1994","17011",1994,8411,34727,NA
"17012_1994","17012",1994,4775,14500,NA
"17013_1994","17013",1994,1212,3094,NA
"17014_1994","17014",1994,1355,1501,NA
"17015_1994","17015",1994,1400,3671,NA
"17016_1994","17016",1994,NA,2170,NA
"17017_1994","17017",1994,4105,8405,NA
"17018_1994","17018",1994,16464,13207,NA
"17019_1994","17019",1994,1475,3856,NA
"17020_1994","17020",1994,2538,5241,NA
"17021_1994","17021",1994,1541,1293,NA
"17022_1994","17022",1994,NA,2240,NA
"17023_1994","17023",1994,NA,670,NA
"17024_1994","17024",1994,2434,7643,NA
"17025_1994","17025",1994,NA,17063,NA
"17026_1994","17026",1994,2222,1408,NA
"17027_1994","17027",1994,1580,1178,NA
"17028_1994","17028",1994,9130,5565,NA
"17029_1994","17029",1994,14136,20850,NA
"17030_1994","17030",1994,1317,3533,NA
"17031_1994","17031",1994,3526,7712,NA
"17032_1994","17032",1994,NA,1362,NA
"17033_1994","17033",1994,NA,1755,NA
"18001_1994","18001",1994,4912,8644,1
"18002_1994","18002",1994,2144,4942,2
"18003_1994","18003",1994,1045,5625,4
"18004_1994","18004",1994,7716,27339,7
"18005_1994","18005",1994,381,727,1
"18006_1994","18006",1994,5405,7284,2
"18007_1994","18007",1994,2714,3474,1
"18008_1994","18008",1994,4316,6840,1
"18009_1994","18009",1994,NA,609,0
"18010_1994","18010",1994,840,5666,2
"18011_1994","18011",1994,2813,5180,1
"18012_1994","18012",1994,2579,8081,2
"18013_1994","18013",1994,1193,2190,2
"18014_1994","18014",1994,934,4990,1
"18015_1994","18015",1994,8749,23959,3
"18016_1994","18016",1994,5902,11271,2
"18017_1994","18017",1994,60123,66778,2
"18018_1994","18018",1994,4979,8449,1
"18019_1994","18019",1994,NA,1014,1
"18020_1994","18020",1994,3407,8501,16
"19001_1994","19001",1994,537,NA,NA
"19002_1994","19002",1994,1151,NA,NA
"19003_1994","19003",1994,1153,NA,NA
"19004_1994","19004",1994,4678,NA,NA
"19005_1994","19005",1994,3517,NA,NA
"19006_1994","19006",1994,31524,NA,NA
"19007_1994","19007",1994,1123,NA,NA
"19008_1994","19008",1994,1086,NA,NA
"19009_1994","19009",1994,9231,NA,NA
"19010_1994","19010",1994,1503,NA,NA
"19011_1994","19011",1994,2183,NA,NA
"19012_1994","19012",1994,2282,NA,NA
"19013_1994","19013",1994,2220,NA,NA
"19014_1994","19014",1994,1701,NA,NA
"19015_1994","19015",1994,554,NA,NA
"19016_1994","19016",1994,604,NA,NA
"19017_1994","19017",1994,1500,NA,NA
"19018_1994","19018",1994,2579,NA,NA
"19019_1994","19019",1994,32648,NA,NA
"19020_1994","19020",1994,1707,NA,NA
"19021_1994","19021",1994,29406,NA,NA
"19022_1994","19022",1994,1768,NA,NA
"19023_1994","19023",1994,665,NA,NA
"19024_1994","19024",1994,306,NA,NA
"19025_1994","19025",1994,975,NA,NA
"19026_1994","19026",1994,119762,NA,NA
"19027_1994","19027",1994,935,NA,NA
"19028_1994","19028",1994,448,NA,NA
"19029_1994","19029",1994,781,NA,NA
"19030_1994","19030",1994,434,NA,NA
"19031_1994","19031",1994,4885,NA,NA
"19032_1994","19032",1994,1370,NA,NA
"19033_1994","19033",1994,10802,NA,NA
"19034_1994","19034",1994,1025,NA,NA
"19035_1994","19035",1994,444,NA,NA
"19036_1994","19036",1994,209,NA,NA
"19037_1994","19037",1994,598,NA,NA
"19038_1994","19038",1994,7162,NA,NA
"19039_1994","19039",1994,289470,NA,NA
"19040_1994","19040",1994,420,NA,NA
"19041_1994","19041",1994,1563,NA,NA
"19042_1994","19042",1994,1089,NA,NA
"19043_1994","19043",1994,225,NA,NA
"19044_1994","19044",1994,7932,NA,NA
"19045_1994","19045",1994,1941,NA,NA
"19046_1994","19046",1994,83772,NA,NA
"19047_1994","19047",1994,2707,NA,NA
"19048_1994","19048",1994,46650,NA,NA
"19049_1994","19049",1994,5628,NA,NA
"19050_1994","19050",1994,524,NA,NA
"19051_1994","19051",1994,1103,NA,NA
"20001_1994","20001",1994,0,NA,0
"20002_1994","20002",1994,3441,NA,4
"20003_1994","20003",1994,150,NA,0
"20004_1994","20004",1994,100,NA,0
"20005_1994","20005",1994,2319,NA,2
"20006_1994","20006",1994,1600,NA,1
"20007_1994","20007",1994,320,NA,0
"20008_1994","20008",1994,460,NA,0
"20009_1994","20009",1994,151,NA,0
"20010_1994","20010",1994,730,NA,1
"20011_1994","20011",1994,44,NA,0
"20012_1994","20012",1994,276,NA,0
"20013_1994","20013",1994,160,NA,0
"20014_1994","20014",1994,4757,NA,4
"20015_1994","20015",1994,50,NA,0
"20016_1994","20016",1994,372,NA,0
"20017_1994","20017",1994,210,NA,0
"20018_1994","20018",1994,206,NA,0
"20019_1994","20019",1994,286,NA,0
"20020_1994","20020",1994,185,NA,0
"20021_1994","20021",1994,1401,NA,1
"20022_1994","20022",1994,82,NA,0
"20023_1994","20023",1994,570,NA,0
"20024_1994","20024",1994,219,NA,0
"20025_1994","20025",1994,1378,NA,1
"20026_1994","20026",1994,389,NA,0
"20027_1994","20027",1994,120,NA,0
"20028_1994","20028",1994,1266,NA,1
"20029_1994","20029",1994,4,NA,0
"20030_1994","20030",1994,1968,NA,1
"20031_1994","20031",1994,1378,NA,0
"20032_1994","20032",1994,75,NA,0
"20033_1994","20033",1994,330,NA,0
"20034_1994","20034",1994,122,NA,0
"20035_1994","20035",1994,120,NA,0
"20036_1994","20036",1994,262,NA,0
"20037_1994","20037",1994,372,NA,0
"20038_1994","20038",1994,404,NA,0
"20039_1994","20039",1994,7773,NA,3
"20040_1994","20040",1994,210,NA,0
"20041_1994","20041",1994,1531,NA,1
"20042_1994","20042",1994,525,NA,1
"20043_1994","20043",1994,12662,NA,5
"20044_1994","20044",1994,5377,NA,4
"20045_1994","20045",1994,410,NA,0
"20046_1994","20046",1994,115,NA,0
"20047_1994","20047",1994,0,NA,0
"20048_1994","20048",1994,50,NA,0
"20049_1994","20049",1994,60,NA,0
"20050_1994","20050",1994,131,NA,0
"20051_1994","20051",1994,40,NA,0
"20052_1994","20052",1994,969,NA,0
"20053_1994","20053",1994,311,NA,0
"20054_1994","20054",1994,78,NA,0
"20055_1994","20055",1994,485,NA,1
"20056_1994","20056",1994,126,NA,0
"20057_1994","20057",1994,3844,NA,4
"20058_1994","20058",1994,59,NA,0
"20059_1994","20059",1994,2574,NA,1
"20060_1994","20060",1994,86,NA,0
"20061_1994","20061",1994,53,NA,0
"20062_1994","20062",1994,160,NA,0
"20063_1994","20063",1994,400,NA,1
"20064_1994","20064",1994,581,NA,0
"20065_1994","20065",1994,516,NA,0
"20066_1994","20066",1994,651,NA,1
"20067_1994","20067",1994,66961,NA,1
"20068_1994","20068",1994,520,NA,1
"20069_1994","20069",1994,200,NA,0
"20070_1994","20070",1994,150,NA,0
"20071_1994","20071",1994,120,NA,0
"20072_1994","20072",1994,190,NA,0
"20073_1994","20073",1994,3633,NA,3
"20074_1994","20074",1994,0,NA,0
"20075_1994","20075",1994,350,NA,0
"20076_1994","20076",1994,78,NA,0
"20077_1994","20077",1994,120,NA,1
"20078_1994","20078",1994,80,NA,0
"20079_1994","20079",1994,16461,NA,3
"20080_1994","20080",1994,260,NA,0
"20081_1994","20081",1994,521,NA,0
"20082_1994","20082",1994,380,NA,0
"20083_1994","20083",1994,50,NA,1
"20084_1994","20084",1994,0,NA,1
"20085_1994","20085",1994,892,NA,1
"20086_1994","20086",1994,11,NA,0
"20087_1994","20087",1994,100,NA,0
"20088_1994","20088",1994,51,NA,0
"20089_1994","20089",1994,140,NA,0
"20090_1994","20090",1994,162,NA,0
"20091_1994","20091",1994,0,NA,0
"20092_1994","20092",1994,0,NA,0
"20093_1994","20093",1994,61,NA,0
"20094_1994","20094",1994,0,NA,0
"20095_1994","20095",1994,230,NA,0
"20096_1994","20096",1994,128,NA,0
"20097_1994","20097",1994,176,NA,0
"20098_1994","20098",1994,144,NA,0
"20099_1994","20099",1994,6,NA,0
"20100_1994","20100",1994,110,NA,1
"20101_1994","20101",1994,200,NA,0
"20102_1994","20102",1994,602,NA,1
"20103_1994","20103",1994,857,NA,2
"20104_1994","20104",1994,140,NA,0
"20105_1994","20105",1994,123,NA,0
"20106_1994","20106",1994,11,NA,0
"20107_1994","20107",1994,520,NA,1
"20108_1994","20108",1994,172,NA,0
"20109_1994","20109",1994,118,NA,1
"20110_1994","20110",1994,47,NA,0
"20111_1994","20111",1994,746,NA,0
"20112_1994","20112",1994,110,NA,0
"20113_1994","20113",1994,78,NA,0
"20114_1994","20114",1994,30,NA,0
"20115_1994","20115",1994,330,NA,0
"20116_1994","20116",1994,16,NA,0
"20117_1994","20117",1994,186,NA,0
"20118_1994","20118",1994,120,NA,0
"20119_1994","20119",1994,21,NA,0
"20120_1994","20120",1994,100,NA,0
"20121_1994","20121",1994,95,NA,0
"20122_1994","20122",1994,75,NA,0
"20123_1994","20123",1994,110,NA,0
"20124_1994","20124",1994,1994,NA,0
"20125_1994","20125",1994,468,NA,0
"20126_1994","20126",1994,100,NA,0
"20127_1994","20127",1994,55,NA,0
"20128_1994","20128",1994,365,NA,0
"20129_1994","20129",1994,70,NA,0
"20130_1994","20130",1994,234,NA,0
"20131_1994","20131",1994,822,NA,0
"20132_1994","20132",1994,100,NA,0
"20133_1994","20133",1994,191,NA,0
"20134_1994","20134",1994,797,NA,0
"20135_1994","20135",1994,350,NA,0
"20136_1994","20136",1994,734,NA,0
"20137_1994","20137",1994,90,NA,0
"20138_1994","20138",1994,111,NA,1
"20139_1994","20139",1994,107,NA,0
"20140_1994","20140",1994,250,NA,0
"20141_1994","20141",1994,244,NA,0
"20142_1994","20142",1994,60,NA,0
"20143_1994","20143",1994,1106,NA,0
"20144_1994","20144",1994,18,NA,0
"20145_1994","20145",1994,170,NA,0
"20146_1994","20146",1994,160,NA,0
"20147_1994","20147",1994,15,NA,0
"20148_1994","20148",1994,0,NA,0
"20149_1994","20149",1994,360,NA,0
"20150_1994","20150",1994,1200,NA,1
"20151_1994","20151",1994,80,NA,0
"20152_1994","20152",1994,63,NA,0
"20153_1994","20153",1994,165,NA,0
"20154_1994","20154",1994,171,NA,0
"20155_1994","20155",1994,18,NA,0
"20156_1994","20156",1994,593,NA,1
"20157_1994","20157",1994,130,NA,0
"20158_1994","20158",1994,130,NA,0
"20159_1994","20159",1994,280,NA,0
"20160_1994","20160",1994,254,NA,0
"20161_1994","20161",1994,88,NA,0
"20162_1994","20162",1994,5,NA,0
"20163_1994","20163",1994,130,NA,0
"20164_1994","20164",1994,200,NA,0
"20165_1994","20165",1994,140,NA,0
"20166_1994","20166",1994,995,NA,0
"20167_1994","20167",1994,40,NA,0
"20168_1994","20168",1994,141,NA,0
"20169_1994","20169",1994,120,NA,0
"20170_1994","20170",1994,80,NA,0
"20171_1994","20171",1994,185,NA,0
"20172_1994","20172",1994,77,NA,0
"20173_1994","20173",1994,300,NA,1
"20174_1994","20174",1994,200,NA,0
"20175_1994","20175",1994,175,NA,0
"20176_1994","20176",1994,181,NA,0
"20177_1994","20177",1994,1694,NA,1
"20178_1994","20178",1994,200,NA,0
"20179_1994","20179",1994,100,NA,0
"20180_1994","20180",1994,574,NA,0
"20181_1994","20181",1994,47,NA,0
"20182_1994","20182",1994,16,NA,0
"20183_1994","20183",1994,133,NA,0
"20184_1994","20184",1994,14049,NA,3
"20185_1994","20185",1994,633,NA,0
"20186_1994","20186",1994,25,NA,0
"20187_1994","20187",1994,288,NA,0
"20188_1994","20188",1994,1729,NA,0
"20189_1994","20189",1994,92,NA,0
"20190_1994","20190",1994,1646,NA,1
"20191_1994","20191",1994,72,NA,0
"20192_1994","20192",1994,110,NA,0
"20193_1994","20193",1994,129,NA,0
"20194_1994","20194",1994,200,NA,0
"20195_1994","20195",1994,0,NA,0
"20196_1994","20196",1994,0,NA,0
"20197_1994","20197",1994,100,NA,0
"20198_1994","20198",1994,647,NA,1
"20199_1994","20199",1994,30,NA,0
"20200_1994","20200",1994,1050,NA,0
"20201_1994","20201",1994,100,NA,0
"20202_1994","20202",1994,0,NA,0
